INDEX,HATE_SPEECH,COUNTER_NARRATIVE,TARGET,VERSION
2686,"Muslims accept their religion only. I would not want my son, or daughter, or granddaughter to grow up in a country where their religion is not tolerated. Ban Islam.","I do not think that banning a religion is a protection for your own religion. If your fear concerns intolerance, why are you intolerant in the first place?",MUSLIMS,V5
2687,Islam is a violent religion and must be eradicated.,"The Quran, Hadith, and the Sunnah are compatible with modern society and/or civilization. We must respect the diversity of the world.",MUSLIMS,V5
2688,"Muslims are not welcome here, they are only an obstacle to our success.","Diversity is a strength, not a weakness. Don't you think so?",MUSLIMS,V5
2689,"Islam is not a peaceful religion, it is full of hate and violence.","The Quran and Hadith are full of positive messages against hate, violence and discrimination.",MUSLIMS,V5
2690,Muslims are a problem in many European countries. They are trying to undermine the very fabric of our society with their hateful beliefs.,"As far as I am aware, Muslims are not trying to subvert the fabric of our society. Do you have any proof?",MUSLIMS,V5
2691,"Muslim have no place in a modern state. They should deny their faith, if they really wanted to live here.","Let's be honest, who wants to live in a country where the government is allowed to impose their religion on others?",MUSLIMS,V5
2692,Muslims want to replace us.,Muslims do not want to replace other people. What's making you thinking that?,MUSLIMS,V5
2693,Muslim are ilnesses carriers. These people are sick in their DNA. They should be isolated.,"According to the WHO (World Health Organisation) there are only 48 Muslim-majority countries in the whole of the 190 WHO member states as of 2011. A study showed that the health condition differences for those countries are related to the usage of clean water, which is often not available there. So the problem has nothing to do with DNA.",MUSLIMS,V5
2694,We are being overrun by Muslims. We need to build a wall around our country and keep them out.,"What you say is just fearful thinking, but certainly does not reflect the reality. Statistics show that Muslims are just a minority in the population.",MUSLIMS,V5
2695,Muslims have no place in civilised Europe. Those accepting them here are losing their civilisation status.,"I'm not sure about your religion, but I think that having a Muslim as your neighbour is a 'civilised' action.",MUSLIMS,V5
2696,Islam is a disease. It is killing and spreading like a cancer across our continent. We need to eradicate it.,What exactly do you mean by a 'cancer'? Should we be concerned about a disease spreading because of its individual members? There is no relation between religion and cancer.,MUSLIMS,V5
2697,"Islam is a disease, and a ban on Muslims would be the height of peace.","Islam is not a religion of hate. Many Muslims have been victims of hate crime or racism. The main problem is that some think that exclusion will guarantee peace, but history proves this is a bad approach.",MUSLIMS,V5
2698,Muslims are just a bunch of child molesters.,"Islam is not a religion of child molesters, and Muslims are not a 'bundle of child molesters'. Why do you say so?",MUSLIMS,V5
2699,Islam is a disease that is oppressing our beautiful planet.,Some have suggested a 'scorched earth' policy towards those who do not adhere to our faith or values. But I would argue that this just feeds the poisonous climate of hatred.,MUSLIMS,V5
2700,"Muslim rape women, there are so many examplesin UK media.","Maybe we should give some thought to the question ""Why does the media report Muslim rapist only?"" The statistics paint a very different picture.",MUSLIMS,V5
2701,"Islam is just a virus, it cannot coexist with modern science and technology. Muslims should be banned.","We should not worry so much about a small minority of backwards-looking thinkers among Muslims. We usually try to deal with the issue on an individual basis, not banning a whole religious group.",MUSLIMS,V5
2702,Islam is a degenerate and dangerous ideology that is called terrorism.,"I find it hard to accept that Islam is dangerous, when most Muslim have nothing to do with terrorism.",MUSLIMS,V5
2703,There is a war going on and it is perpetrated by the Muslim community. All Muslims are hostile.,"The media are helping to create the perception that all Muslims are hostile. If your prejudice is against Muslims, on the same ground you can also be against anyone else.",MUSLIMS,V5
2704,All Muslims are incompatible with any Western society.,It is a myth that all Muslims are incompatible. Many of them are very good at what they do. Have you ever heard about Dalia Mogahed? Her works on Muslim communities might interest you.,MUSLIMS,V5
2705,"Islam is just an ideology, an opinion, a degenerated interpretation of the Bible.","I do not see how you can speak of Islam as an ideology, an opinion, or a way of life. Are you sure about the Bible?",MUSLIMS,V5
2706,"Islam is just an ideology, an opinion, a degenerated interpretation of the Bible.","You can't say that a religion is an ideology, an opinion, or a degenerated interpretation of something. What would you think if somebody said so about your religion?",MUSLIMS,V5
2707,"Islam is just an ideology, an opinion, encouraging hate towards what's diverse.","In my opinion, the Quran is a book of religious guidance and does not promote discrimination. Can you point out your reference?",MUSLIMS,V5
