cn_id,hateSpeech,counterSpeech,hsType,hsSubType,cnType,age,gender,educationLevel
FRT1ST0014HS0038CN001060T1,Islam is a religion incompatible with the values ,"You mean, this Republic founded around a declaration that guarantees freedom of worship to everyone?",Islamophobia,generic,"facts , hypocrisy",,,
FRT1ST0014HS0038CN001061,L'islam est une religion incompatible avec les valeurs de la République.,L'islam nous demande de respecter les lois de la république.,Islamophobia,generic,facts,52,male,PhD
FRT1ST0014HS0038CN001061P1,L'islam ne partage pas nos valeurs républicaines.,L'islam nous demande de respecter les lois de la république.,Islamophobia,generic,facts,52,male,PhD
FRT1ST0014HS0038CN001061P2,L'islam n'est pas pour notre république.,L'islam nous demande de respecter les lois de la république.,Islamophobia,generic,facts,52,male,PhD
FRT1ST0014HS0038CN001061T1,Islam is a religion incompatible with the values ,Islam asks us to respect the laws of the republic.,Islamophobia,generic,facts,,,
FRT1ST0014HS0039CN000011,L'islam n'appartient pas à l'Europe.,L'europe est peuplé de toute religion et toute ethnie.,Islamophobia,generic,facts,28,male,High school
FRT1ST0014HS0039CN000011P1,L'islam n'est pas européen.,L'europe est peuplé de toute religion et toute ethnie.,Islamophobia,generic,facts,28,male,High school
FRT1ST0014HS0039CN000011P2,L'islam est inférieur en europe.,L'europe est peuplé de toute religion et toute ethnie.,Islamophobia,generic,facts,28,male,High school
FRT1ST0014HS0039CN000011T1,Islam does not belong to Europe.,Europe is full of all religions and ethnic groups.,Islamophobia,generic,facts,,,
FRT1ST0014HS0039CN000012,L'islam n'appartient pas à l'Europe.,"Comme toutes les religions, l'Islam est une religion universelle.",Islamophobia,generic,facts,28,male,High school
FRT1ST0014HS0039CN000012P1,L'islam n'est pas européen.,"Comme toutes les religions, l'Islam est une religion universelle.",Islamophobia,generic,facts,28,male,High school
FRT1ST0014HS0039CN000012P2,L'islam est inférieur en europe.,"Comme toutes les religions, l'Islam est une religion universelle.",Islamophobia,generic,facts,28,male,High school
FRT1ST0014HS0039CN000012T1,Islam does not belong to Europe.,"As all the religions, Islam is a universal religion.",Islamophobia,generic,facts,,,
FRT1ST0014HS0039CN000013,L'islam n'appartient pas à l'Europe.,"L'islam est venue bien avant l'Europe, donc relié l'islam a l'Europe n'est pas correct.",Islamophobia,generic,facts,28,male,High school
FRT1ST0014HS0039CN000013P1,L'islam n'est pas européen.,"L'islam est venue bien avant l'Europe, donc relié l'islam a l'Europe n'est pas correct.",Islamophobia,generic,facts,28,male,High school
FRT1ST0014HS0039CN000013P2,L'islam est inférieur en europe.,"L'islam est venue bien avant l'Europe, donc relié l'islam a l'Europe n'est pas correct.",Islamophobia,generic,facts,28,male,High school
FRT1ST0014HS0039CN000013T1,Islam does not belong to Europe.,"Islam has arrived well before Europe, so the connection of Islam with Europe is not correct.",Islamophobia,generic,facts,,,
FRT1ST0014HS0039CN000014,L'islam n'appartient pas à l'Europe.,L'islam n'a pas d'appartenance géographique.,Islamophobia,generic,facts,28,male,High school
FRT1ST0014HS0039CN000014P1,L'islam n'est pas européen.,L'islam n'a pas d'appartenance géographique.,Islamophobia,generic,facts,28,male,High school
FRT1ST0014HS0039CN000014P2,L'islam est inférieur en europe.,L'islam n'a pas d'appartenance géographique.,Islamophobia,generic,facts,28,male,High school
FRT1ST0014HS0039CN000014T1,Islam does not belong to Europe.,Islam has no geographical location.,Islamophobia,generic,facts,,,
FRT1ST0014HS0039CN000015,L'islam n'appartient pas à l'Europe.,L'islam n'est pas une religion appartenant au moyen orient.,Islamophobia,generic,facts,28,male,High school
FRT1ST0014HS0039CN000015P1,L'islam n'est pas européen.,L'islam n'est pas une religion appartenant au moyen orient.,Islamophobia,generic,facts,28,male,High school
FRT1ST0014HS0039CN000015P2,L'islam est inférieur en europe.,L'islam n'est pas une religion appartenant au moyen orient.,Islamophobia,generic,facts,28,male,High school
FRT1ST0014HS0039CN000015T1,Islam does not belong to Europe.,Islam is not a religion belonging to the middle east.,Islamophobia,generic,facts,,,
FRT1ST0014HS0039CN000016,L'islam n'appartient pas à l'Europe.,"Ce discours se contredit avec la laïcité, d'autre des communautés européennes adoptent l'islam depuis plusieurs siècles, comme d'autres communautés chrétiennes ont conservé leur religion au sein des pays dits musulmans.",Islamophobia,generic,"denouncing , facts",52,male,Master
FRT1ST0014HS0039CN000016P1,L'islam n'est pas européen.,"Ce discours se contredit avec la laïcité, d'autre des communautés européennes adoptent l'islam depuis plusieurs siècles, comme d'autres communautés chrétiennes ont conservé leur religion au sein des pays dits musulmans.",Islamophobia,generic,"denouncing , facts",52,male,Master
FRT1ST0014HS0039CN000016P2,L'islam est inférieur en europe.,"Ce discours se contredit avec la laïcité, d'autre des communautés européennes adoptent l'islam depuis plusieurs siècles, comme d'autres communautés chrétiennes ont conservé leur religion au sein des pays dits musulmans.",Islamophobia,generic,"denouncing , facts",52,male,Master
FRT1ST0014HS0039CN000016T1,Islam does not belong to Europe.,"This speech is in contradiction with secularism, some European communities have adopted Islam for centuries, while other Christian communities have maintained their religion in the so-called Muslim countries.",Islamophobia,generic,"denouncing , facts",,,
FRT1ST0014HS0039CN000017,L'islam n'appartient pas à l'Europe.,Les individus ont libre choix d'adopter l'islam comme religion sans se soucier de son origine.,Islamophobia,generic,facts,52,male,Master
FRT1ST0014HS0039CN000017P1,L'islam n'est pas européen.,Les individus ont libre choix d'adopter l'islam comme religion sans se soucier de son origine.,Islamophobia,generic,facts,52,male,Master
FRT1ST0014HS0039CN000017P2,L'islam est inférieur en europe.,Les individus ont libre choix d'adopter l'islam comme religion sans se soucier de son origine.,Islamophobia,generic,facts,52,male,Master
FRT1ST0014HS0039CN000017T1,Islam does not belong to Europe.,Individuals have the freedom to adopt Islam as a religion regardless of their origins.,Islamophobia,generic,facts,,,
FRT1ST0014HS0039CN000463,L'islam n'appartient pas à l'Europe.,Aucune religion n'appartient à l'Europe.,Islamophobia,generic,facts,23,male,Master
FRT1ST0014HS0039CN000463P1,L'islam n'est pas européen.,Aucune religion n'appartient à l'Europe.,Islamophobia,generic,facts,23,male,Master
FRT1ST0014HS0039CN000463P2,L'islam est inférieur en europe.,Aucune religion n'appartient à l'Europe.,Islamophobia,generic,facts,23,male,Master
FRT1ST0014HS0039CN000463T1,Islam does not belong to Europe.,No religion belongs to Europe.,Islamophobia,generic,facts,,,
FRT1ST0014HS0039CN000464,L'islam n'appartient pas à l'Europe.,Des millions de musulmans sont européens.,Islamophobia,generic,facts,23,male,Master
FRT1ST0014HS0039CN000464P1,L'islam n'est pas européen.,Des millions de musulmans sont européens.,Islamophobia,generic,facts,23,male,Master
FRT1ST0014HS0039CN000464P2,L'islam est inférieur en europe.,Des millions de musulmans sont européens.,Islamophobia,generic,facts,23,male,Master
FRT1ST0014HS0039CN000464T1,Islam does not belong to Europe.,Millions of Muslims are Europeans.,Islamophobia,generic,facts,,,
FRT1ST0014HS0039CN000465,L'islam n'appartient pas à l'Europe.,"L'islam n'appartient à aucune région en tant que tel, c'est une religion comme tous les autres.",Islamophobia,generic,facts,23,male,Master
FRT1ST0014HS0039CN000465P1,L'islam n'est pas européen.,"L'islam n'appartient à aucune région en tant que tel, c'est une religion comme tous les autres.",Islamophobia,generic,facts,23,male,Master
FRT1ST0014HS0039CN000465P2,L'islam est inférieur en europe.,"L'islam n'appartient à aucune région en tant que tel, c'est une religion comme tous les autres.",Islamophobia,generic,facts,23,male,Master
FRT1ST0014HS0039CN000465T1,Islam does not belong to Europe.,"Islam does not belong to any region as such, it is a religion like any other.",Islamophobia,generic,facts,,,
FRT1ST0014HS0040CN000144,"""l'islamophobie"" c'est un moyen de nous retirer notre liberté d'expression.",L'islamophobie est un délit.,Islamophobia,generic,consequences,28,male,High school
FRT1ST0014HS0040CN000144P1,Notre liberté de parole devrait nous permettre de mal parler des musulmans.,L'islamophobie est un délit.,Islamophobia,generic,consequences,28,male,High school
FRT1ST0014HS0040CN000144P2,Nous ne devrions pas nous décourager de l'islamophobie.,L'islamophobie est un délit.,Islamophobia,generic,consequences,28,male,High school
FRT1ST0014HS0040CN000144T1,"""islamophobia"" is a way to take away our freedom of expression.",Islamophobia is a crime.,Islamophobia,generic,consequences,,,
FRT1ST0014HS0040CN000145,"""l'islamophobie"" c'est un moyen de nous retirer notre liberté d'expression.",L'islamophobie est une maladie comme tout racisme.,Islamophobia,generic,denouncing,28,male,High school
FRT1ST0014HS0040CN000145P1,Notre liberté de parole devrait nous permettre de mal parler des musulmans.,L'islamophobie est une maladie comme tout racisme.,Islamophobia,generic,denouncing,28,male,High school
FRT1ST0014HS0040CN000145P2,Nous ne devrions pas nous décourager de l'islamophobie.,L'islamophobie est une maladie comme tout racisme.,Islamophobia,generic,denouncing,28,male,High school
FRT1ST0014HS0040CN000145T1,"""islamophobia"" is a way to take away our freedom of expression.",Islamophobia is a disease like any racism.,Islamophobia,generic,denouncing,,,
FRT1ST0014HS0040CN000146,"""l'islamophobie"" c'est un moyen de nous retirer notre liberté d'expression.",La liberté d'expression est défini par la lois Française.,Islamophobia,generic,facts,28,male,High school
FRT1ST0014HS0040CN000146P1,Notre liberté de parole devrait nous permettre de mal parler des musulmans.,La liberté d'expression est défini par la lois Française.,Islamophobia,generic,facts,28,male,High school
FRT1ST0014HS0040CN000146P2,Nous ne devrions pas nous décourager de l'islamophobie.,La liberté d'expression est défini par la lois Française.,Islamophobia,generic,facts,28,male,High school
FRT1ST0014HS0040CN000146T1,"""islamophobia"" is a way to take away our freedom of expression.",Freedom of expression is defined by the French laws.,Islamophobia,generic,facts,,,
FRT1ST0014HS0040CN000147,"""l'islamophobie"" c'est un moyen de nous retirer notre liberté d'expression.",L'islamophobie n'a rien a voir avec la liberté d'expression.,Islamophobia,generic,facts,28,male,High school
FRT1ST0014HS0040CN000147P1,Notre liberté de parole devrait nous permettre de mal parler des musulmans.,L'islamophobie n'a rien a voir avec la liberté d'expression.,Islamophobia,generic,facts,28,male,High school
FRT1ST0014HS0040CN000147P2,Nous ne devrions pas nous décourager de l'islamophobie.,L'islamophobie n'a rien a voir avec la liberté d'expression.,Islamophobia,generic,facts,28,male,High school
FRT1ST0014HS0040CN000147T1,"""islamophobia"" is a way to take away our freedom of expression.",Islamophobia has nothing to do with freedom of expression.,Islamophobia,generic,facts,,,
FRT1ST0014HS0040CN000974,"""l'islamophobie"" c'est un moyen de nous retirer notre liberté d'expression.",La liberté d'expression s'arrète lorsqu'il y a atteinte à une religion et à une partie de la population.,Islamophobia,generic,consequences,23,male,Master
FRT1ST0014HS0040CN000974P1,Notre liberté de parole devrait nous permettre de mal parler des musulmans.,La liberté d'expression s'arrète lorsqu'il y a atteinte à une religion et à une partie de la population.,Islamophobia,generic,consequences,23,male,Master
FRT1ST0014HS0040CN000974P2,Nous ne devrions pas nous décourager de l'islamophobie.,La liberté d'expression s'arrète lorsqu'il y a atteinte à une religion et à une partie de la population.,Islamophobia,generic,consequences,23,male,Master
